"SPORT","YEAR","BRAND","PROGRAM","CARD SET","ATHLETE","TEAM","POSITION","CARD NUMBER","SEQUENCE"
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Rudy Matondo","AJ Auxerre","M",71,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Danny Namaso ","AJ Auxerre","F",72,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Breel Embolo","Stade Rennais FC","F",73,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Jeremy Jacquet","Stade Rennais FC","D",74,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Ludovic Blas","Stade Rennais FC","M",75,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Kader Meite","Stade Rennais FC","F",76,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Tylel Tati","FC Nantes","D",77,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Johann Lepenant ","FC Nantes","M",78,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Louis Leroux","FC Nantes","M",79,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Amady Camara","FC Nantes","F",80,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Prosper Peter","Angers SCO","F",81,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Yassin Belkhdim","Angers SCO","M",82,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Jordan Lefort","Angers SCO","D",83,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Haris Belkebla","Angers SCO","M",84,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Ally Samatta","Havre AC","F",85,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Arouna Sangante","Havre AC","D",86,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Fode Doucoure","Havre AC","D",87,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Etienne Youte Kinkoue","Havre AC","D",88,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Joel Mvuka","FC Lorient","M",89,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Pablo Pagis","FC Lorient","F",90,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Mohamed Bamba","FC Lorient","F",91,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Arthur Avom","FC Lorient","M",92,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Nouha Dicko","Paris FC","F",93,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Obed Nkambadio","Paris FC","G",94,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Moses Simon","Paris FC","M",95,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Jean-Philippe Krasso","Paris FC","M",96,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Ibou Sane","FC Metz","F",97,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Boubacar Traore","FC Metz","M",98,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Brian Madjo ","FC Metz","F",99,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black","Cheikh Sabaly","FC Metz","M",100,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Kang-in Lee","Paris Saint-Germain","M",1,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Nuno Mendes","Paris Saint-Germain","D",2,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Senny Mayulu ","Paris Saint-Germain","M",3,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Vitinha","Paris Saint-Germain","M",4,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Khvicha Kvaratskhelia ","Paris Saint-Germain","M",5,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Joao Neves","Paris Saint-Germain","M",6,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Warren Zaire-Emery","Paris Saint-Germain","M",7,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Ousmane Dembele","Paris Saint-Germain","M",8,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Lucas Beraldo","Paris Saint-Germain","D",9,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Timothy Weah","Olympique de Marseille","F",10,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Darryl Bakola","Olympique de Marseille","M",11,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Pierre-Emile Hojbjerg","Olympique de Marseille","M",12,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Matt O’Riley ","Olympique de Marseille","M",13,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Amine Gouiri ","Olympique de Marseille","F",14,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Nayef Aguerd","Olympique de Marseille","D",15,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Igor Paixao","Olympique de Marseille","M",16,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Facundo Medina","Olympique de Marseille","D",17,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Arthur Vermeeren","Olympique de Marseille","M",18,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Mamadou Coulibaly","AS Monaco","M",19,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Mika Biereth","AS Monaco","F",20,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Lamine Camara","AS Monaco","M",21,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Stanis Idumbo","AS Monaco","M",22,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Vanderson","AS Monaco","D",23,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Thilo Kehrer","AS Monaco","D",24,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Maghnes Akliouche","AS Monaco","M",25,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Denis Zakaria","AS Monaco","M",26,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Paris Brunner","AS Monaco","F",27,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Tiago Gouveia","OGC Nice","M",28,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Jeremie Boga","OGC Nice","M",29,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Antoine Mendy","OGC Nice","D",30,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Kevin Carlos","OGC Nice","F",31,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Melvin Bard","OGC Nice","D",32,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Juma Bah","OGC Nice","D",33,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Tom Louchet","OGC Nice","M",34,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Alexsandro","LOSC Lille","D",35,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Tiago Santos","LOSC Lille","D",36,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Berke Ozer","LOSC Lille","G",37,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Ethan Mbappe","LOSC Lille","M",38,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Marius Broholm","LOSC Lille","M",39,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Hamza Igamane","LOSC Lille","F",40,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Osame Sahraoui","LOSC Lille","M",41,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Ruben Kluivert","Olympique Lyonnais","D",42,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Martin Satriano","Olympique Lyonnais","F",43,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Adam Karabec ","Olympique Lyonnais","M",44,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Afonso Moreira","Olympique Lyonnais","M",45,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Tanner Tessmann","Olympique Lyonnais","M",46,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Mathys De Carvalho","Olympique Lyonnais","M",47,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Dominik Greif","Olympique Lyonnais","G",48,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Valentin Barco","RC Strasbourg Alsace","D",49,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Mamadou Sarr ","RC Strasbourg Alsace","D",50,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Diego Moreira","RC Strasbourg Alsace","M",51,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Mike Penders","RC Strasbourg Alsace","G",52,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Mathis Amougou","RC Strasbourg Alsace","M",53,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Martial Godo","RC Strasbourg Alsace","M",54,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Lucas Hogsberg","RC Strasbourg Alsace","D",55,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Abdallah Sima","RC Lens","F",56,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Mamadou Sangare","RC Lens","M",57,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Wesley Said","RC Lens","M",58,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Fode Sylla","RC Lens","M",59,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Florian Thauvin","RC Lens","M",60,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Ludovic Ajorque","Stade Brestois 29","F",61,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Hamidou Makalou","Stade Brestois 29","M",62,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Kamory Doumbia","Stade Brestois 29","M",63,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Junior Diaz","Stade Brestois 29","D",64,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Yann Gboho","Toulouse FC","M",65,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Alexis Vossah","Toulouse FC","M",66,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Guillaume Restes","Toulouse FC","G",67,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Cristian Casseres Jr.","Toulouse FC","M",68,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Lassine Sinayoko","AJ Auxerre","F",69,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Kevin Danois","AJ Auxerre","M",70,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Rudy Matondo","AJ Auxerre","M",71,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Danny Namaso ","AJ Auxerre","F",72,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Breel Embolo","Stade Rennais FC","F",73,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Jeremy Jacquet","Stade Rennais FC","D",74,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Ludovic Blas","Stade Rennais FC","M",75,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Kader Meite","Stade Rennais FC","F",76,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Tylel Tati","FC Nantes","D",77,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Johann Lepenant ","FC Nantes","M",78,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Louis Leroux","FC Nantes","M",79,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Amady Camara","FC Nantes","F",80,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Prosper Peter","Angers SCO","F",81,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Yassin Belkhdim","Angers SCO","M",82,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Jordan Lefort","Angers SCO","D",83,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Haris Belkebla","Angers SCO","M",84,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Ally Samatta","Havre AC","F",85,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Arouna Sangante","Havre AC","D",86,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Fode Doucoure","Havre AC","D",87,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Etienne Youte Kinkoue","Havre AC","D",88,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Joel Mvuka","FC Lorient","M",89,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Pablo Pagis","FC Lorient","F",90,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Mohamed Bamba","FC Lorient","F",91,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Arthur Avom","FC Lorient","M",92,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Nouha Dicko","Paris FC","F",93,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Obed Nkambadio","Paris FC","G",94,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Moses Simon","Paris FC","M",95,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Jean-Philippe Krasso","Paris FC","M",96,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Ibou Sane","FC Metz","F",97,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Boubacar Traore","FC Metz","M",98,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Brian Madjo ","FC Metz","F",99,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Black Dragon Scale","Cheikh Sabaly","FC Metz","M",100,1
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Kang-in Lee","Paris Saint-Germain","M",1,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Nuno Mendes","Paris Saint-Germain","D",2,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Senny Mayulu ","Paris Saint-Germain","M",3,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Vitinha","Paris Saint-Germain","M",4,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Khvicha Kvaratskhelia ","Paris Saint-Germain","M",5,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Joao Neves","Paris Saint-Germain","M",6,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Warren Zaire-Emery","Paris Saint-Germain","M",7,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Ousmane Dembele","Paris Saint-Germain","M",8,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Lucas Beraldo","Paris Saint-Germain","D",9,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Timothy Weah","Olympique de Marseille","F",10,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Darryl Bakola","Olympique de Marseille","M",11,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Pierre-Emile Hojbjerg","Olympique de Marseille","M",12,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Matt O’Riley ","Olympique de Marseille","M",13,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Amine Gouiri ","Olympique de Marseille","F",14,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Nayef Aguerd","Olympique de Marseille","D",15,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Igor Paixao","Olympique de Marseille","M",16,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Facundo Medina","Olympique de Marseille","D",17,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Arthur Vermeeren","Olympique de Marseille","M",18,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Mamadou Coulibaly","AS Monaco","M",19,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Mika Biereth","AS Monaco","F",20,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Lamine Camara","AS Monaco","M",21,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Stanis Idumbo","AS Monaco","M",22,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Vanderson","AS Monaco","D",23,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Thilo Kehrer","AS Monaco","D",24,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Maghnes Akliouche","AS Monaco","M",25,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Denis Zakaria","AS Monaco","M",26,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Paris Brunner","AS Monaco","F",27,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Tiago Gouveia","OGC Nice","M",28,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Jeremie Boga","OGC Nice","M",29,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Antoine Mendy","OGC Nice","D",30,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Kevin Carlos","OGC Nice","F",31,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Melvin Bard","OGC Nice","D",32,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Juma Bah","OGC Nice","D",33,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Tom Louchet","OGC Nice","M",34,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Alexsandro","LOSC Lille","D",35,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Tiago Santos","LOSC Lille","D",36,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Berke Ozer","LOSC Lille","G",37,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Ethan Mbappe","LOSC Lille","M",38,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Marius Broholm","LOSC Lille","M",39,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Hamza Igamane","LOSC Lille","F",40,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Osame Sahraoui","LOSC Lille","M",41,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Ruben Kluivert","Olympique Lyonnais","D",42,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Martin Satriano","Olympique Lyonnais","F",43,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Adam Karabec ","Olympique Lyonnais","M",44,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Afonso Moreira","Olympique Lyonnais","M",45,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Tanner Tessmann","Olympique Lyonnais","M",46,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Mathys De Carvalho","Olympique Lyonnais","M",47,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Dominik Greif","Olympique Lyonnais","G",48,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Valentin Barco","RC Strasbourg Alsace","D",49,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Mamadou Sarr ","RC Strasbourg Alsace","D",50,40
"Soccer",2025,"Panini","Select Ligue 1 (25-26)","Base Set Ligue 1 - Terrace - Blue","Diego Moreira","RC Strasbourg Alsace","M",51,40
